id,firstname,surname,born,bornYear,bornMonth,bornDay,died,diedYear,diedMonth,diedDay,ageDied,ageCurrent,ageCurrentBin,age,ageBin,bornCountry,bornCountryCode,bornCountryClean,bornCountryBin,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,timesPrizeWon,timesPrizeWonOther,overallMotivation,share,prizeShare,motivation,workPublishYear,yearsSincePublishedBin,name,city,country,countryClean,URLpage,URLpicture
544,Alfonso,García Robles,20/3/1911,1911,Mar,20,2/9/1991,1991,Sep,2,80,,Deceased,71,71-80,Mexico,MX,Mexico,Other (<20 Laureates),Zamora,Mexico,MX,Mexico City,male,1982,peace,1,,,2,1/2,"""for their work for disarmament and nuclear and weapon-free zones""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1982/Robles,https://www.nobelprize.org/images/robles-13350-portrait-mini-2x.jpg
545,Lech,Walesa,29/9/1943,1943,Sep,29,0000-00-00,,,,,76,71-80,40,<=40,Poland,PL,Poland,Poland,Popowo,,,,male,1983,peace,1,,,1,1/1,"""for non-violent struggle for free trade unions and human rights in Poland""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1983/Walesa,https://www.nobelprize.org/images/walesa-13356-portrait-mini-2x.jpg
546,Desmond,Tutu,7/10/1931,1931,Oct,7,0000-00-00,,,,,88,>80,53,51-60,South Africa,ZA,South Africa,Other (<20 Laureates),Klerksdorp,,,,male,1984,peace,1,,,1,1/1,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in  South Africa""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1984/Tutu,https://www.nobelprize.org/images/tutu-13365-portrait-mini-2x.jpg
547,International Physicians for the Prevention of Nuclear War,,1980-00-00,1980,,,0000-00-00,,,,,39,31-40,5,<=40,,,Organization,Other (<20 Laureates),,,,,org,1985,peace,1,,,1,1/1,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of  nuclear  war""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1985/,https://www.nobelprize.org/images/physicians-13876-portrait-mini-2x.jpg
548,Elie,Wiesel,30/9/1928,1928,Sep,30,2/7/2016,2016,Jul,2,88,,Deceased,58,51-60,Romania,RO,Romania,Other (<20 Laureates),Sighet,USA,US,New York NY,male,1986,peace,1,,,1,1/1,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1986/Wiesel,https://www.nobelprize.org/images/wiesel-13383-portrait-mini-2x.jpg
549,Oscar,Arias Sánchez,13/9/1940,1940,Sep,13,0000-00-00,,,,,79,71-80,47,41-50,Costa Rica,CR,Costa Rica,Other (<20 Laureates),Heredia,,,,male,1987,peace,1,,,1,1/1,"""for his work for lasting peace in Central America""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1987/arias/facts/,https://www.nobelprize.org/images/arias-13393-portrait-mini-2x.jpg
550,United Nations Peacekeeping Forces,,1948-00-00,1948,,,0000-00-00,,,,,71,71-80,40,<=40,,,Organization,Other (<20 Laureates),,,,,org,1988,peace,1,,,1,1/1,"""for preventing armed clashes and creating conditions for negotiations""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1988/,https://www.nobelprize.org/images/un-13877-portrait-mini-2x.jpg
551,Lhamo,Thondup,6/7/1935,1935,Jul,6,0000-00-00,,,,,84,>80,54,51-60,Tibet (now China),CN,China,Other (<20 Laureates),Taktser,,,,male,1989,peace,1,,,1,1/1,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1989/lama/facts/,https://www.nobelprize.org/images/lama-13878-portrait-mini-2x.jpg
552,Mikhail,Gorbachev,2/3/1931,1931,Mar,2,0000-00-00,,,,,88,>80,59,51-60,USSR (now Russia),RU,Russia,Russia,Privolnoye,,,,male,1990,peace,1,,,1,1/1,"""for the leading role he played in the radical changes in East-West relations""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1990/Gorbachev,https://www.nobelprize.org/images/gorbachev-13426-portrait-mini-2x.jpg
553,Aung San Suu Kyi,,19/6/1945,1945,Jun,19,0000-00-00,,,,,74,71-80,46,41-50,Burma (now Myanmar),MM,Myanmar,Other (<20 Laureates),Rangoon (now Yangon),,,,female,1991,peace,1,,,1,1/1,"""for her non-violent struggle for democracy and human rights""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1991/kyi/facts/,https://www.nobelprize.org/images/kyi-13435-portrait-mini-2x.jpg
554,Rigoberta,Menchú Tum,9/1/1959,1959,Jan,9,0000-00-00,,,,,60,51-60,33,<=40,Guatemala,GT,Guatemala,Other (<20 Laureates),Aldea Chimel,,,,female,1992,peace,1,,,1,1/1,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1992/Tum,https://www.nobelprize.org/images/tum-13442-portrait-mini-2x.jpg
555,Nelson,Mandela,18/7/1918,1918,Jul,18,5/12/2013,2013,Dec,5,95,,Deceased,75,71-80,South Africa,ZA,South Africa,Other (<20 Laureates),Qunu,South Africa,ZA,Johannesburg,male,1993,peace,1,,,2,1/2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new  democratic South Africa""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1993/Mandela,https://www.nobelprize.org/images/mandela-13452-portrait-mini-2x.jpg
556,F.W.,de Klerk,18/3/1936,1936,Mar,18,0000-00-00,,,,,83,>80,57,51-60,South Africa,ZA,South Africa,Other (<20 Laureates),Johannesburg,,,,male,1993,peace,1,,,2,1/2,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new  democratic South Africa""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1993/Klerk,https://www.nobelprize.org/images/klerk-13451-portrait-mini-2x.jpg
557,Yasser,Arafat,24/8/1929,1929,Aug,24,11/11/2004,2004,Nov,11,75,,Deceased,65,61-70,Egypt,EG,Egypt,Other (<20 Laureates),Cairo,France,FR,Paris,male,1994,peace,1,,,3,1/3,"""for their efforts to create peace in the Middle East""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1994/Arafat,https://www.nobelprize.org/images/arafat-13462-portrait-mini-2x.jpg
558,Shimon,Peres,16/8/1923,1923,Aug,16,28/9/2016,2016,Sep,28,93,,Deceased,71,71-80,Poland (now Belarus),BY,Belarus,Other (<20 Laureates),Vishneva,Israel,IL,Tel Aviv,male,1994,peace,1,,,3,1/3,"""for their efforts to create peace in the Middle East""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1994/Peres,https://www.nobelprize.org/images/peres-13463-portrait-mini-2x.jpg
559,Yitzhak,Rabin,1/3/1922,1922,Mar,1,4/11/1995,1995,Nov,4,73,,Deceased,72,71-80,British Mandate of Palestine (now Israel),IL,Israel,Other (<20 Laureates),Jerusalem,Israel,IL,Tel Aviv,male,1994,peace,1,,,3,1/3,"""for their efforts to create peace in the Middle East""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1994/Rabin,https://www.nobelprize.org/images/rabin-13464-portrait-mini-2x.jpg
560,Joseph,Rotblat,4/11/1908,1908,Nov,4,31/8/2005,2005,Aug,31,97,,Deceased,87,>80,Russian Empire (now Poland),PL,Poland,Poland,Warsaw,UK,GB,London,male,1995,peace,1,,,2,1/2,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1995/Rotblat,https://www.nobelprize.org/images/rotblat-13476-portrait-mini-2x.jpg
561,Pugwash Conferences on Science and World Affairs,,1957-00-00,1957,,,0000-00-00,,,,,62,61-70,38,<=40,,,Organization,Other (<20 Laureates),,,,,org,1995,peace,1,,,2,1/2,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1995/,https://www.nobelprize.org/images/pugwash-13881-portrait-mini-2x.jpg
562,Carlos Filipe Ximenes,Belo,3/2/1948,1948,Feb,3,0000-00-00,,,,,71,71-80,48,41-50,East Timor,TL,Timor,Other (<20 Laureates),Wailacama,,,,male,1996,peace,1,,,2,1/2,"""for their work towards a just and peaceful solution to the conflict in East Timor""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1996/Belo,https://www.nobelprize.org/images/belo-13487-portrait-mini-2x.jpg
563,José,Ramos-Horta,26/12/1949,1949,Dec,26,0000-00-00,,,,,70,61-70,47,41-50,East Timor,TL,Timor,Other (<20 Laureates),Dili,,,,male,1996,peace,1,,,2,1/2,"""for their work towards a just and peaceful solution to the conflict in East Timor""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1996/Ramos-Horta,https://www.nobelprize.org/images/ramos-horta-13488-portrait-mini-2x.jpg
564,International Campaign to Ban Landmines,,1992-00-00,1992,,,0000-00-00,,,,,27,<=30,5,<=40,,,Organization,Other (<20 Laureates),,,,,org,1997,peace,1,,,2,1/2,"""for their efforts to ban and remove anti-personnel landmines""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1997/,https://www.nobelprize.org/images/icbl-13882-portrait-mini-2x.jpg
565,Jody,Williams,9/10/1950,1950,Oct,9,0000-00-00,,,,,69,61-70,47,41-50,USA,US,USA,USA,Putney VT,,,,female,1997,peace,1,,,2,1/2,"""for their work for the banning and clearing of anti-personnel mines""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1997/Williams,https://www.nobelprize.org/images/williams-13500-portrait-mini-2x.jpg
566,John,Hume,18/1/1937,1937,Jan,18,0000-00-00,,,,,82,>80,61,61-70,Northern Ireland,GB,UK,UK,Londonderry,,,,male,1998,peace,1,,,2,1/2,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1998/Hume,https://www.nobelprize.org/images/hume-13511-portrait-mini-2x.jpg
567,David,Trimble,15/10/1944,1944,Oct,15,0000-00-00,,,,,75,71-80,54,51-60,Northern Ireland,GB,UK,UK,Belfast,,,,male,1998,peace,1,,,2,1/2,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1998/Trimble,https://www.nobelprize.org/images/trimble-13512-portrait-mini-2x.jpg
568,Médecins Sans Frontières,,1971-00-00,1971,,,0000-00-00,,,,,48,41-50,28,<=40,,,Organization,Other (<20 Laureates),,,,,org,1999,peace,1,,,1,1/1,"""in recognition of the organisation's pioneering humanitarian work on several continents""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/1999/,https://www.nobelprize.org/images/58103-portrait-mini-2x.jpg
569,Sully,Prudhomme,1839-03-16,1839,Mar,16,7/9/1907,1907,Sep,7,68,,Deceased,62,61-70,France,FR,France,France,Paris,France,FR,Châtenay,male,1901,literature,1,,,1,1/1,"""in special recognition of his poetic composition which gives evidence of lofty idealism artistic perfection and a rare combination of the qualities of both heart and intellect""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1901/Prudhomme,https://www.nobelprize.org/images/prudhomme-13536-portrait-mini-2x.jpg
571,Theodor,Mommsen,1817-11-30,1817,Nov,30,1/11/1903,1903,Nov,1,86,,Deceased,85,>80,Schleswig (now Germany),DE,Germany,Germany,Garding,Germany,DE,Charlottenburg,male,1902,literature,1,,,1,1/1,"""the greatest living master of the art of historical writing with special reference to his monumental work <I>A history of Rome</I>""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1902/Mommsen,https://www.nobelprize.org/images/mommsen-13542-portrait-mini-2x.jpg
572,Bjørnstjerne,Bjørnson,1832-12-08,1832,Dec,8,26/4/1910,1910,Apr,26,78,,Deceased,71,71-80,Norway,NO,Norway,Other (<20 Laureates),Kvikne,France,FR,Paris,male,1903,literature,1,,,1,1/1,"""as a tribute to his noble magnificent and versatile poetry which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1903/Bjornson/facts/,https://www.nobelprize.org/images/bjornson-13549-portrait-mini-2x.jpg
573,Frédéric,Mistral,1830-09-08,1830,Sep,8,25/3/1914,1914,Mar,25,84,,Deceased,74,71-80,France,FR,France,France,Maillane,France,FR,Maillane,male,1904,literature,1,,,2,1/2,"""in recognition of the fresh originality and true inspiration of his poetic production which faithfully reflects the natural scenery and native spirit of his people and in addition his significant work as a Proven&ccedil;al philologist""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1904/Mistral,https://www.nobelprize.org/images/mistral-12839-portrait-mini-2x.jpg
574,José,Echegaray,1832-04-19,1832,Apr,19,4/9/1916,1916,Sep,4,84,,Deceased,72,71-80,Spain,ES,Spain,Other (<20 Laureates),Madrid,Spain,ES,Madrid,male,1904,literature,1,,,2,1/2,"""in recognition of the numerous and brilliant compositions which in an individual and original manner have revived the great traditions of the Spanish drama""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1904/eizaguirre/facts/,https://www.nobelprize.org/images/eizaguirre-12838-portrait-mini-2x.jpg
575,Henryk,Sienkiewicz,1846-05-05,1846,May,5,15/11/1916,1916,Nov,15,70,,Deceased,59,51-60,Poland,PL,Poland,Poland,Wola Okrzejska,Switzerland,CH,Vevey,male,1905,literature,1,,,1,1/1,"""because of his outstanding merits as an epic writer""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1905/Sienkiewicz,https://www.nobelprize.org/images/sienkiewicz-12844-portrait-mini-2x.jpg
576,Giosuè,Carducci,1835-07-27,1835,Jul,27,16/2/1907,1907,Feb,16,72,,Deceased,71,71-80,Tuscany (now Italy),IT,Italy,Other (<20 Laureates),Val di Castello,Italy,IT,Bologna,male,1906,literature,1,,,1,1/1,"""not only in consideration of his deep learning and critical research but above all as a tribute to the creative energy freshness of style and lyrical force which characterize his poetic masterpieces""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1906/Carducci,https://www.nobelprize.org/images/carducci-12849-portrait-mini-2x.jpg
577,Rudyard,Kipling,1865-12-30,1865,Dec,30,18/1/1936,1936,Jan,18,71,,Deceased,42,41-50,British India (now India),IN,India,Other (<20 Laureates),Bombay,UK,GB,London,male,1907,literature,1,,,1,1/1,"""in consideration of the power of observation originality of imagination virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1907/Kipling,https://www.nobelprize.org/images/kipling-12855-portrait-mini-2x.jpg
578,Rudolf,Eucken,1846-01-05,1846,Jan,5,14/9/1926,1926,Sep,14,80,,Deceased,62,61-70,East Friesland (now Germany),DE,Germany,Germany,Aurich,Germany,DE,Jena,male,1908,literature,1,,,1,1/1,"""in recognition of his earnest search for truth his penetrating power of thought his wide range of vision and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1908/Eucken,https://www.nobelprize.org/images/eucken-12861-portrait-mini-2x.jpg
579,Selma,Lagerlöf,1858-11-20,1858,Nov,20,16/3/1940,1940,Mar,16,82,,Deceased,51,51-60,Sweden,SE,Sweden,Sweden,Mårbacka,Sweden,SE,Mårbacka,female,1909,literature,1,,,1,1/1,"""in appreciation of the lofty idealism vivid imagination and spiritual perception that characterize her writings""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1909/Lagerlof,https://www.nobelprize.org/images/lagerlof-12868-portrait-mini-2x.jpg
580,Paul,Heyse,1830-03-15,1830,Mar,15,2/4/1914,1914,Apr,2,84,,Deceased,80,71-80,Prussia (now Germany),DE,Germany,Germany,Berlin,Germany,DE,Munich,male,1910,literature,1,,,1,1/1,"""as a tribute to the consummate artistry permeated with idealism which he has demonstrated during his long productive career as a lyric poet dramatist novelist and writer of world-renowned short stories""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1910/Heyse,https://www.nobelprize.org/images/heyse-12875-portrait-mini-2x.jpg
581,Maurice,Maeterlinck,1862-08-29,1862,Aug,29,6/5/1949,1949,May,6,87,,Deceased,49,41-50,Belgium,BE,Belgium,Other (<20 Laureates),Ghent,France,FR,Nice,male,1911,literature,1,,,1,1/1,"""in appreciation of his many-sided literary activities and especially of his dramatic works which are distinguished by a wealth of imagination and by a poetic fancy which reveals sometimes in the guise of a fairy tale a deep inspiration while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1911/Maeterlinck,https://www.nobelprize.org/images/maeterlinck-12880-portrait-mini-2x.jpg
582,Gerhart,Hauptmann,1862-11-15,1862,Nov,15,6/6/1946,1946,Jun,6,84,,Deceased,50,41-50,Prussia (now Poland),PL,Poland,Poland,Bad Salzbrunn,Germany (now Poland),PL,Agnetendorf (now Jagniatków),male,1912,literature,1,,,1,1/1,"""primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1912/Hauptmann,https://www.nobelprize.org/images/hauptmann-12887-portrait-mini-2x.jpg
583,Rabindranath,Tagore,1861-05-07,1861,May,7,7/8/1941,1941,Aug,7,80,,Deceased,52,51-60,India,IN,India,Other (<20 Laureates),Calcutta,India,IN,Calcutta,male,1913,literature,1,,,1,1/1,"""because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1913/Tagore,https://www.nobelprize.org/images/tagore-12892-portrait-mini-2x.jpg
584,Romain,Rolland,1866-01-29,1866,Jan,29,30/12/1944,1944,Dec,30,78,,Deceased,49,41-50,France,FR,France,France,Clamecy,France,FR,Vézelay,male,1915,literature,1,,,1,1/1,"""as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1915/Rolland,https://www.nobelprize.org/images/rolland-12900-portrait-mini-2x.jpg
585,Verner,von Heidenstam,1859-07-06,1859,Jul,6,20/5/1940,1940,May,20,81,,Deceased,57,51-60,Sweden,SE,Sweden,Sweden,Olshammar,Sweden,SE,Övralid,male,1916,literature,1,,,1,1/1,"""in recognition of his significance as the leading representative of a new era in our literature""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1916/Heidenstam,https://www.nobelprize.org/images/heidenstam-12903-portrait-mini-2x.jpg
586,Karl,Gjellerup,1857-06-02,1857,Jun,2,11/10/1919,1919,Oct,11,62,,Deceased,60,51-60,Denmark,DK,Denmark,Other (<20 Laureates),Roholte,Germany,DE,Klotzsche,male,1917,literature,1,,,2,1/2,"""for his varied and rich poetry which is inspired by lofty ideals""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1917/Gjellerup,https://www.nobelprize.org/images/gjellerup-12904-portrait-mini-2x.jpg
587,Henrik,Pontoppidan,1857-07-24,1857,Jul,24,21/8/1943,1943,Aug,21,86,,Deceased,60,51-60,Denmark,DK,Denmark,Other (<20 Laureates),Fredericia,Denmark,DK,Ordrup,male,1917,literature,1,,,2,1/2,"""for his authentic descriptions of present-day life in Denmark""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1917/Pontoppidan,https://www.nobelprize.org/images/pontoppidan-12905-portrait-mini-2x.jpg
588,Carl,Spitteler,1845-04-24,1845,Apr,24,29/12/1924,1924,Dec,29,79,,Deceased,74,71-80,Switzerland,CH,Switzerland,Other (<20 Laureates),Liestal,Switzerland,CH,Lucerne,male,1919,literature,1,,,1,1/1,"""in special appreciation of his epic <I>Olympian Spring</I>""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1919/Spitteler,https://www.nobelprize.org/images/spitteler-12910-portrait-mini-2x.jpg
589,Knut,Hamsun,1859-08-04,1859,Aug,4,19/2/1952,1952,Feb,19,93,,Deceased,61,61-70,Norway,NO,Norway,Other (<20 Laureates),Lom,Norway,NO,Grimstad,male,1920,literature,1,,,1,1/1,"""for his monumental work <I>Growth of the Soil</I>""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1920/Hamsun,https://www.nobelprize.org/images/hamsun-12915-portrait-mini-2x.jpg
590,Anatole,France,1844-04-16,1844,Apr,16,12/10/1924,1924,Oct,12,80,,Deceased,77,71-80,France,FR,France,France,Paris,France,FR,Saint-Cyr-sur-Loire,male,1921,literature,1,,,1,1/1,"""in recognition of his brilliant literary achievements characterized as they are by a nobility of style a profound human sympathy grace and a true Gallic temperament""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1921/France,https://www.nobelprize.org/images/france-12920-portrait-mini-2x.jpg
592,Jacinto,Benavente,1866-08-12,1866,Aug,12,14/7/1954,1954,Jul,14,88,,Deceased,56,51-60,Spain,ES,Spain,Other (<20 Laureates),Madrid,Spain,ES,Madrid,male,1922,literature,1,,,1,1/1,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1922/Benavente,https://www.nobelprize.org/images/benavente-12925-portrait-mini-2x.jpg
593,William Butler,Yeats,1865-06-13,1865,Jun,13,28/1/1939,1939,Jan,28,74,,Deceased,58,51-60,Ireland,IE,Ireland,Other (<20 Laureates),Dublin,France,FR,Roquebrune-Cap-Martin,male,1923,literature,1,,,1,1/1,"""for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1923/Yeats,https://www.nobelprize.org/images/yeats-12931-portrait-mini-2x.jpg
594,Wladyslaw,Reymont,1867-05-07,1867,May,7,5/12/1925,1925,Dec,5,58,,Deceased,57,51-60,Russian Empire (now Poland),PL,Poland,Poland,Kobiele Wielkie,Poland,PL,Warsaw,male,1924,literature,1,,,1,1/1,"""for his great national epic <I>The Peasants</I>""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1924/Reymont,https://www.nobelprize.org/images/reymont-12935-portrait-mini-2x.jpg
596,George Bernard,Shaw,1856-07-26,1856,Jul,26,2/11/1950,1950,Nov,2,94,,Deceased,69,61-70,Ireland,IE,Ireland,Other (<20 Laureates),Dublin,UK,GB,Ayot St. Lawrence,male,1925,literature,1,,,1,1/1,"""for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1925/Shaw,https://www.nobelprize.org/images/shaw-12939-portrait-mini-2x.jpg
597,Grazia,Deledda,1871-09-27,1871,Sep,27,15/8/1936,1936,Aug,15,65,,Deceased,55,51-60,Italy,IT,Italy,Other (<20 Laureates),Nuoro Sardinia,Italy,IT,Rome,female,1926,literature,1,,,1,1/1,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1926/Deledda,https://www.nobelprize.org/images/deledda-12945-portrait-mini-2x.jpg
600,Henri,Bergson,1859-10-18,1859,Oct,18,4/1/1941,1941,Jan,4,82,,Deceased,68,61-70,France,FR,France,France,Paris,France,FR,Paris,male,1927,literature,1,,,1,1/1,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1927/Bergson,https://www.nobelprize.org/images/bergson-12951-portrait-mini-2x.jpg
601,Sigrid,Undset,1882-05-20,1882,May,20,10/6/1949,1949,Jun,10,67,,Deceased,46,41-50,Denmark,DK,Denmark,Other (<20 Laureates),Kalundborg,Norway,NO,Lillehammer,female,1928,literature,1,,,1,1/1,"""principally for her powerful descriptions of Northern life during the Middle Ages""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1928/Undset,https://www.nobelprize.org/images/undset-12958-portrait-mini-2x.jpg
602,Thomas,Mann,1875-06-06,1875,Jun,6,12/8/1955,1955,Aug,12,80,,Deceased,54,51-60,Germany,DE,Germany,Germany,Lübeck,Switzerland,CH,Zurich,male,1929,literature,1,,,1,1/1,"""principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1929/Mann,https://www.nobelprize.org/images/mann-12963-portrait-mini-2x.jpg
603,Sinclair,Lewis,1885-02-07,1885,Feb,7,10/1/1951,1951,Jan,10,66,,Deceased,45,41-50,USA,US,USA,USA,Sauk Centre MN,Italy,IT,Rome,male,1930,literature,1,,,1,1/1,"""for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1930/Lewis,https://www.nobelprize.org/images/lewis-12969-portrait-mini-2x.jpg
604,Erik Axel,Karlfeldt,1864-07-20,1864,Jul,20,8/4/1931,1931,Apr,8,67,,Deceased,67,61-70,Sweden,SE,Sweden,Sweden,Karlbo,Sweden,SE,Stockholm,male,1931,literature,1,,,1,1/1,"""The poetry of Erik Axel Karlfeldt""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1931/Karlfeldt,https://www.nobelprize.org/images/karlfeldt-12975-portrait-mini-2x.jpg
605,John,Galsworthy,1867-08-14,1867,Aug,14,31/1/1933,1933,Jan,31,66,,Deceased,65,61-70,UK,GB,UK,UK,Kingston Hill,UK,GB,London,male,1932,literature,1,,,1,1/1,"""for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1932/Galsworthy,https://www.nobelprize.org/images/galsworthy-12980-portrait-mini-2x.jpg
606,Ivan,Bunin,1870-10-22,1870,Oct,22,8/11/1953,1953,Nov,8,83,,Deceased,63,61-70,Russia,RU,Russia,Russia,Voronezh,France,FR,Paris,male,1933,literature,1,,,1,1/1,"""for the strict artistry with which he has carried on the classical Russian traditions in prose writing""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1933/Bunin,https://www.nobelprize.org/images/bunin-12984-portrait-mini-2x.jpg
607,Luigi,Pirandello,1867-06-28,1867,Jun,28,10/12/1936,1936,Dec,10,69,,Deceased,67,61-70,Italy,IT,Italy,Other (<20 Laureates),Agrigento Sicily,Italy,IT,Rome,male,1934,literature,1,,,1,1/1,"""for his bold and ingenious revival of dramatic and scenic art""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1934/Pirandello,https://www.nobelprize.org/images/pirandello-12990-portrait-mini-2x.jpg
608,Eugene,O'Neill,1888-10-16,1888,Oct,16,27/11/1953,1953,Nov,27,65,,Deceased,48,41-50,USA,US,USA,USA,New York NY,USA,US,Boston MA,male,1936,literature,1,,,1,1/1,"""for the power honesty and deep-felt emotions of his dramatic works which embody an original concept of tragedy""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1936/ONeill/facts/,https://www.nobelprize.org/images/oneill-13001-portrait-mini-2x.jpg
